Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor Total;Valor Total p m2;Zona;Tipo Agregado
Quitinete;Centro;1;0;0;36;900.0;325.0;0.0;1225.0;34.03;Centro;Apartamento
Quitinete;Centro;0;0;0;32;400.0;1000.0;146.0;1546.0;48.31;Centro;Apartamento
Quitinete;Centro;1;0;0;30;800.0;390.0;0.0;1190.0;39.67;Centro;Apartamento
Quitinete;Estácio;1;0;0;21;550.0;200.0;0.0;750.0;35.71;Centro;Apartamento
Quitinete;Centro;1;0;0;31;1000.0;465.0;106.0;1571.0;50.68;Centro;Apartamento
Quitinete;Rio Comprido;0;0;0;34;790.0;240.0;0.0;1030.0;30.29;Centro;Apartamento
Quitinete;Centro;1;0;0;27;850.0;143.0;24.0;1017.0;37.67;Centro;Apartamento
Quitinete;Santa Teresa;1;0;0;20;1200.0;330.0;14.0;1544.0;77.2;Centro;Apartamento
Quitinete;Lapa;1;0;0;19;1100.0;256.0;0.0;1356.0;71.37;Centro;Apartamento
Quitinete;Centro;0;0;0;33;800.0;277.0;103.0;1180.0;35.76;Centro;Apartamento
Quitinete;Centro;0;0;0;32;600.0;508.0;20.0;1128.0;35.25;Centro;Apartamento
Quitinete;Centro;0;0;0;30;1100.0;420.0;25.0;1545.0;51.5;Centro;Apartamento
Quitinete;Centro;0;0;0;26;950.0;315.0;21.0;1286.0;49.46;Centro;Apartamento
Quitinete;Centro;0;0;0;20;950.0;240.0;20.0;1210.0;60.5;Centro;Apartamento
Quitinete;Santa Teresa;0;0;0;20;700.0;265.0;15.0;980.0;49.0;Centro;Apartamento
Quitinete;Centro;1;0;0;28;950.0;350.0;0.0;1300.0;46.43;Centro;Apartamento
Quitinete;Centro;1;0;0;25;700.0;260.0;20.0;980.0;39.2;Centro;Apartamento
Quitinete;Centro;2;0;0;40;1200.0;625.0;85.0;1910.0;47.75;Centro;Apartamento
Quitinete;Centro;1;0;0;19;850.0;300.0;24.0;1174.0;61.79;Centro;Apartamento
Quitinete;Centro;1;0;0;25;800.0;350.0;0.0;1150.0;46.0;Centro;Apartamento
