Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor Total;Valor Total p m2;Zona;Tipo Agregado
Apartamento;Freguesia (Jacarepaguá);3;1;1;77;1600.0;850.0;165.0;2615.0;33.96;Norte;Apartamento
Apartamento;Tijuca;3;0;0;75;1800.0;350.0;0.0;2150.0;28.67;Norte;Apartamento
Apartamento;Ipanema;3;1;1;126;5500.0;1400.0;2000.0;8900.0;70.63;Sul;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;3;2;173;3200.0;1800.0;0.0;5000.0;28.9;Norte;Apartamento
Apartamento;Tijuca;2;1;1;71;1500.0;600.0;0.0;2100.0;29.58;Norte;Apartamento
Apartamento;Barra da Tijuca;2;1;1;81;1900.0;1200.0;121.0;3221.0;39.77;Oeste;Apartamento
Apartamento;Leblon;3;1;0;87;3800.0;970.0;273.0;5043.0;57.97;Sul;Apartamento
Apartamento;Laranjeiras;4;1;2;288;7000.0;1870.0;582.0;9452.0;32.82;Sul;Apartamento
Apartamento;Recreio dos Bandeirantes;1;1;1;102;1900.0;688.0;0.0;2588.0;25.37;Oeste;Apartamento
Apartamento;Leblon;2;1;0;70;4200.0;1100.0;200.0;5500.0;78.57;Sul;Apartamento
Apartamento;Pilares;3;0;0;65;1200.0;350.0;16.0;1566.0;24.09;Norte;Apartamento
Apartamento;Barra da Tijuca;3;3;2;169;6500.0;1886.0;450.0;8836.0;52.28;Oeste;Apartamento
Apartamento;Laranjeiras;3;1;1;90;2400.0;1311.0;0.0;3711.0;41.23;Sul;Apartamento
Apartamento;Tijuca;2;0;0;50;1800.0;347.0;25.0;2172.0;43.44;Norte;Apartamento
Apartamento;Ipanema;3;1;1;140;6500.0;1800.0;506.0;8806.0;62.9;Sul;Apartamento
Apartamento;Campo Grande;2;0;0;60;800.0;380.0;0.0;1180.0;19.67;Oeste;Apartamento
Apartamento;Centro;1;0;0;35;1350.0;420.0;24.0;1794.0;51.26;Centro;Apartamento
Apartamento;Tijuca;2;0;0;63;1400.0;440.0;61.0;1901.0;30.17;Norte;Apartamento
Apartamento;Copacabana;3;1;0;112;3800.0;1123.0;286.0;5209.0;46.51;Sul;Apartamento
Apartamento;Tijuca;3;1;0;129;1800.0;850.0;116.0;2766.0;21.44;Norte;Apartamento
Apartamento;Barra da Tijuca;4;3;3;160;8600.0;2300.0;250.0;11150.0;69.69;Oeste;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;93;1400.0;1300.0;0.0;2700.0;29.03;Oeste;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;93;1800.0;650.0;95.0;2545.0;27.37;Norte;Apartamento
Apartamento;Barra da Tijuca;1;1;1;60;2200.0;1600.0;350.0;4150.0;69.17;Oeste;Apartamento
Apartamento;Taquara;2;2;0;55;790.0;350.0;0.0;1140.0;20.73;Oeste;Apartamento
Apartamento;Copacabana;2;0;0;54;1800.0;590.0;0.0;2390.0;44.26;Sul;Apartamento
Apartamento;Catete;2;1;1;70;3300.0;1365.0;180.0;4845.0;69.21;Sul;Apartamento
Apartamento;Maracanã;2;1;0;53;1300.0;492.0;16.0;1808.0;34.11;Norte;Apartamento
Apartamento;Botafogo;1;0;0;35;1000.0;293.0;86.0;1379.0;39.4;Sul;Apartamento
Apartamento;Tijuca;3;1;0;164;3500.0;1310.0;257.0;5067.0;30.9;Norte;Apartamento
Apartamento;Jacarepaguá;2;1;1;60;1200.0;524.0;13.0;1737.0;28.95;Oeste;Apartamento
Apartamento;Água Santa;2;1;0;50;850.0;280.0;12.0;1142.0;22.84;Norte;Apartamento
Apartamento;Botafogo;2;1;1;79;4315.0;1110.0;187.0;5612.0;71.04;Sul;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;80;1600.0;615.0;3.0;2218.0;27.72;Oeste;Apartamento
Apartamento;Tijuca;1;0;0;36;1300.0;295.0;24.0;1619.0;44.97;Norte;Apartamento
Apartamento;Jardim Oceânico;4;4;3;190;5700.0;1069.0;808.0;7577.0;39.88;Oeste;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;0;84;1500.0;900.0;0.0;2400.0;28.57;Norte;Apartamento
Apartamento;São Cristóvão;2;0;0;50;1000.0;600.0;0.0;1600.0;32.0;Centro;Apartamento
Apartamento;Ilha do Governador;3;1;0;83;1500.0;440.0;132.0;2072.0;24.96;Norte;Apartamento
Apartamento;Olaria;2;0;0;90;1000.0;150.0;0.0;1150.0;12.78;Norte;Apartamento
