Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor Total;Valor Total p m2;Zona;Tipo Agregado
Apartamento;Barra da Tijuca;4;2;2;250;4500.0;1562.0;760.0;6822.0;27.29;Oeste;Apartamento
Apartamento;Realengo;2;0;0;49;900.0;68.0;0.0;968.0;19.76;Oeste;Apartamento
Apartamento;Jacarepaguá;2;1;1;63;1200.0;430.0;69.0;1699.0;26.97;Oeste;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;92;3300.0;1409.0;0.0;4709.0;51.18;Oeste;Apartamento
Apartamento;Vargem Pequena;3;1;0;80;890.0;400.0;13.0;1303.0;16.29;Oeste;Apartamento
Apartamento;Recreio dos Bandeirantes;2;3;1;120;2000.0;650.0;240.0;2890.0;24.08;Oeste;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;2;87;1150.0;1008.0;0.0;2158.0;24.8;Oeste;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;1500.0;604.0;59.0;2163.0;30.9;Oeste;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;91;1500.0;925.0;136.0;2561.0;28.14;Oeste;Apartamento
Apartamento;Barra da Tijuca;3;2;3;210;4500.0;1620.0;542.0;6662.0;31.72;Oeste;Apartamento
Apartamento;Jacarepaguá;2;1;0;64;2100.0;650.0;416.0;3166.0;49.47;Oeste;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;2500.0;1034.0;207.0;3741.0;41.57;Oeste;Apartamento
Apartamento;Barra da Tijuca;2;1;0;55;1400.0;500.0;38.0;1938.0;35.24;Oeste;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;1400.0;1240.0;1600.0;4240.0;47.11;Oeste;Apartamento
Apartamento;Irajá;2;1;0;69;1100.0;370.0;0.0;1470.0;21.3;Oeste;Apartamento
Apartamento;Barra da Tijuca;1;1;0;67;1600.0;951.0;176.0;2727.0;40.7;Oeste;Apartamento
Apartamento;Barra da Tijuca;3;2;1;150;2300.0;1300.0;0.0;3600.0;24.0;Oeste;Apartamento
Apartamento;Pedra de Guaratiba;2;1;0;70;800.0;35.0;0.0;835.0;11.93;Oeste;Apartamento
Apartamento;Barra da Tijuca;4;3;4;340;4500.0;1979.0;630.0;7109.0;20.91;Oeste;Apartamento
Apartamento;Barra da Tijuca;2;1;1;83;1600.0;1350.0;0.0;2950.0;35.54;Oeste;Apartamento
Apartamento;Barra da Tijuca;1;2;1;186;3500.0;1400.0;480.0;5380.0;28.92;Oeste;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;2;115;2850.0;1280.0;238.0;4368.0;37.98;Oeste;Apartamento
Apartamento;Barra da Tijuca;4;2;1;300;8000.0;3200.0;0.0;11200.0;37.33;Oeste;Apartamento
Apartamento;Barra da Tijuca;1;1;1;70;2200.0;1118.0;236.0;3554.0;50.77;Oeste;Apartamento
Apartamento;Campo Grande;2;1;0;65;450.0;220.0;0.0;670.0;10.31;Oeste;Apartamento
Apartamento;Barra da Tijuca;4;2;2;149;4200.0;1800.0;0.0;6000.0;40.27;Oeste;Apartamento
Apartamento;Pechincha;2;1;1;69;1400.0;360.0;41.0;1801.0;26.1;Oeste;Apartamento
Apartamento;Barra da Tijuca;1;0;0;30;1800.0;590.0;0.0;2390.0;79.67;Oeste;Apartamento
Apartamento;Barra da Tijuca;2;1;0;80;1600.0;797.0;110.0;2507.0;31.34;Oeste;Apartamento
Apartamento;Pechincha;2;1;0;46;900.0;420.0;19.0;1339.0;29.11;Oeste;Apartamento
Apartamento;Campo Grande;2;1;0;60;750.0;350.0;0.0;1100.0;18.33;Oeste;Apartamento
Apartamento;Recreio dos Bandeirantes;4;3;2;190;3500.0;866.0;397.0;4763.0;25.07;Oeste;Apartamento
Apartamento;Barra da Tijuca;3;2;1;106;3300.0;1490.0;2960.0;7750.0;73.11;Oeste;Apartamento
Apartamento;Recreio dos Bandeirantes;2;0;0;90;1800.0;640.0;120.0;2560.0;28.44;Oeste;Apartamento
Apartamento;Pechincha;2;0;0;48;700.0;305.0;16.0;1021.0;21.27;Oeste;Apartamento
Apartamento;Barra da Tijuca;4;4;4;370;8000.0;4200.0;0.0;12200.0;32.97;Oeste;Apartamento
Apartamento;Barra da Tijuca;1;1;1;70;2300.0;1250.0;180.0;3730.0;53.29;Oeste;Apartamento
Apartamento;Irajá;3;1;0;56;1200.0;375.0;0.0;1575.0;28.12;Oeste;Apartamento
Apartamento;Barra da Tijuca;3;2;1;117;4500.0;990.0;624.0;6114.0;52.26;Oeste;Apartamento
Apartamento;Barra da Tijuca;2;1;1;83;1500.0;1306.0;201.0;3007.0;36.23;Oeste;Apartamento
Apartamento;Barra da Tijuca;3;2;1;146;5900.0;2300.0;350.0;8550.0;58.56;Oeste;Apartamento
Apartamento;Campo Grande;3;1;0;70;900.0;370.0;0.0;1270.0;18.14;Oeste;Apartamento
Apartamento;Barra da Tijuca;2;1;0;64;2400.0;680.0;210.0;3290.0;51.41;Oeste;Apartamento
Apartamento;Barra da Tijuca;5;3;4;300;7350.0;2000.0;10000.0;19350.0;64.5;Oeste;Apartamento
Apartamento;Jacarepaguá;2;1;1;70;1400.0;640.0;300.0;2340.0;33.43;Oeste;Apartamento
Apartamento;Barra da Tijuca;2;1;2;80;3000.0;1280.0;0.0;4280.0;53.5;Oeste;Apartamento
Apartamento;Taquara;2;1;1;54;1200.0;520.0;159.0;1879.0;34.8;Oeste;Apartamento
Apartamento;Barra da Tijuca;3;2;3;147;5000.0;1343.0;0.0;6343.0;43.15;Oeste;Apartamento
Apartamento;Campo Grande;2;1;1;60;1300.0;510.0;0.0;1810.0;30.17;Oeste;Apartamento
