Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor Total;Valor Total p m2;Zona;Tipo Agregado
Apartamento;Freguesia (Jacarepaguá);3;2;1;132;1800.0;1197.0;860.0;3857.0;29.22;Norte;Apartamento
Apartamento;Todos os Santos;2;0;0;52;900.0;380.0;0.0;1280.0;24.62;Norte;Apartamento
Apartamento;Vista Alegre;2;1;0;70;1200.0;170.0;0.0;1370.0;19.57;Norte;Apartamento
Apartamento;Vaz Lobo;1;1;0;39;600.0;175.0;0.0;775.0;19.87;Norte;Apartamento
Apartamento;Bento Ribeiro;2;1;0;69;1100.0;15.0;0.0;1115.0;16.16;Norte;Apartamento
Apartamento;Méier;3;1;1;101;1900.0;1123.0;140.0;3163.0;31.32;Norte;Apartamento
Apartamento;São Francisco Xavier;2;1;0;101;2000.0;431.0;124.0;2555.0;25.3;Norte;Apartamento
Apartamento;Abolição;2;1;0;53;1200.0;400.0;0.0;1600.0;30.19;Norte;Apartamento
Apartamento;Tijuca;3;1;1;165;2650.0;1308.0;0.0;3958.0;23.99;Norte;Apartamento
Apartamento;Grajaú;3;2;1;90;1700.0;900.0;87.0;2687.0;29.86;Norte;Apartamento
Apartamento;Cachambi;2;1;1;75;1400.0;715.0;0.0;2115.0;28.2;Norte;Apartamento
Apartamento;Tijuca;2;1;0;70;1600.0;471.0;0.0;2071.0;29.59;Norte;Apartamento
Apartamento;Sampaio;1;0;0;36;650.0;293.0;14.0;957.0;26.58;Norte;Apartamento
Apartamento;Vila Isabel;2;0;0;70;1500.0;310.0;0.0;1810.0;25.86;Norte;Apartamento
Apartamento;Cachambi;1;1;0;36;600.0;407.0;0.0;1007.0;27.97;Norte;Apartamento
Apartamento;Praça da Bandeira;1;0;0;40;900.0;435.0;0.0;1335.0;33.38;Norte;Apartamento
Apartamento;Tijuca;2;1;1;94;2000.0;650.0;0.0;2650.0;28.19;Norte;Apartamento
Apartamento;Andaraí;2;1;0;71;1300.0;550.0;108.0;1958.0;27.58;Norte;Apartamento
Apartamento;Cachambi;1;0;0;30;600.0;100.0;13.0;713.0;23.77;Norte;Apartamento
Apartamento;Vila da Penha;3;0;2;86;1800.0;720.0;0.0;2520.0;29.3;Norte;Apartamento
Apartamento;Tijuca;2;0;1;110;2000.0;450.0;128.0;2578.0;23.44;Norte;Apartamento
Apartamento;Grajaú;2;0;0;66;1300.0;392.0;25.0;1717.0;26.02;Norte;Apartamento
Apartamento;Tijuca;3;2;1;122;3000.0;1070.0;300.0;4370.0;35.82;Norte;Apartamento
Apartamento;Jardim Guanabara;3;2;1;90;2000.0;350.0;0.0;2350.0;26.11;Norte;Apartamento
Apartamento;Vila da Penha;2;1;0;90;1100.0;590.0;0.0;1690.0;18.78;Norte;Apartamento
Apartamento;Praça da Bandeira;2;0;0;57;1450.0;568.0;51.0;2069.0;36.3;Norte;Apartamento
Apartamento;Engenho Novo;2;0;0;67;900.0;500.0;0.0;1400.0;20.9;Norte;Apartamento
Apartamento;Pilares;3;2;1;85;2100.0;850.0;0.0;2950.0;34.71;Norte;Apartamento
Apartamento;Andaraí;2;1;0;71;1200.0;500.0;140.0;1840.0;25.92;Norte;Apartamento
Apartamento;Grajaú;1;1;0;56;1100.0;580.0;420.0;2100.0;37.5;Norte;Apartamento
Apartamento;Tijuca;3;1;0;175;2500.0;1120.0;0.0;3620.0;20.69;Norte;Apartamento
Apartamento;Grajaú;1;0;1;37;1000.0;200.0;0.0;1200.0;32.43;Norte;Apartamento
Apartamento;Tijuca;3;0;0;87;1500.0;600.0;100.0;2200.0;25.29;Norte;Apartamento
Apartamento;Tijuca;2;0;0;85;1400.0;580.0;105.0;2085.0;24.53;Norte;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;1;132;1900.0;1115.0;137.0;3152.0;23.88;Norte;Apartamento
Apartamento;Vila Isabel;2;1;1;74;2000.0;740.0;0.0;2740.0;37.03;Norte;Apartamento
Apartamento;Vila da Penha;2;1;0;70;1250.0;305.0;0.0;1555.0;22.21;Norte;Apartamento
Apartamento;Cachambi;2;1;0;69;1100.0;555.0;0.0;1655.0;23.99;Norte;Apartamento
Apartamento;Tijuca;3;2;1;108;2499.0;730.0;150.0;3379.0;31.29;Norte;Apartamento
Apartamento;Tijuca;1;0;0;44;1500.0;257.0;20.0;1777.0;40.39;Norte;Apartamento
Apartamento;Ilha do Governador;2;1;0;70;1300.0;464.0;93.0;1857.0;26.53;Norte;Apartamento
Apartamento;Bento Ribeiro;2;1;1;73;1450.0;410.0;40.0;1900.0;26.03;Norte;Apartamento
Apartamento;Jardim Guanabara;3;1;0;71;1950.0;480.0;0.0;2430.0;34.23;Norte;Apartamento
Apartamento;Méier;2;0;0;67;1200.0;80.0;0.0;1280.0;19.1;Norte;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;117;1990.0;980.0;153.0;3123.0;26.69;Norte;Apartamento
Apartamento;Méier;2;1;0;68;1100.0;322.0;13.0;1435.0;21.1;Norte;Apartamento
Apartamento;Tijuca;3;2;1;99;3200.0;685.0;225.0;4110.0;41.52;Norte;Apartamento
Apartamento;Tijuca;2;1;0;78;1800.0;620.0;62.0;2482.0;31.82;Norte;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;60;1500.0;360.0;0.0;1860.0;31.0;Norte;Apartamento
Apartamento;Encantado;2;1;0;75;1000.0;530.0;0.0;1530.0;20.4;Norte;Apartamento
Apartamento;Vila Isabel;2;0;0;96;1400.0;700.0;83.0;2183.0;22.74;Norte;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;61;1650.0;681.0;0.0;2331.0;38.21;Norte;Apartamento
